SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2016,2,IDIC,32:29.0,33:44.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98178,5516,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing
2016,2,IDIC,30:16.0,32:21.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,5517,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,28:28.0,30:10.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5518,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Gain more friends,food bank  excursion/field trips
2016,2,IDIC,26:46.0,28:21.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98178,5519,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,NULL,food bank
2016,2,IDIC,24:34.0,26:36.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5520,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Gain more friends,food bank  folk dancing/singing  excursion/field trips
2016,2,IDIC,22:45.0,24:29.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5521,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,NULL,excursion/field trips
2016,2,IDIC,21:08.0,22:31.0,,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98178,5522,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,makes me happy,food bank  karaoke/videoke  excursion/field trips
2016,2,IDIC,18:36.0,20:58.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",NULL,5523,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  social services/PEARLS  communicating to people
2016,2,IDIC,16:47.0,18:28.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98101,5524,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  excursion/field trips
2016,2,IDIC,13:49.0,16:37.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5525,Not Applicable,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,I am more happier now than before,nutrition meal program  food bank  fitness/line dancing  karaoke/videoke  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,11:28.0,13:43.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98106,5526,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Happy and content,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  social services/PEARLS
2016,2,IDIC,09:29.0,11:11.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5527,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,NULL,nutrition meal program  food bank  bingo  social services/PEARLS
2016,2,IDIC,07:02.0,09:20.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98102,5528,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,IDIC is important to us Seniors,nutrition meal program  fitness/line dancing  social services/PEARLS
2016,2,IDIC,05:25.0,06:51.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5529,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  bingo  social services/PEARLS
2016,2,IDIC,03:14.0,05:16.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5530,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,00:42.0,02:58.0,,Not Specified,NULL,5531,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,More happy and active,nutrition meal program  food bank  fitness/line dancing  social services/PEARLS
2016,2,IDIC,58:52.0,00:34.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5532,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,56:19.0,58:35.0,"Asian, Asian-American ",Not Specified,98108,5533,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Healthy body and mind,nutrition meal program  food bank  folk dancing/singing  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,54:10.0,56:09.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,5534,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Always happy,nutrition meal program  food bank  excursion/field trips  social services/PEARLS
2016,2,IDIC,50:22.0,53:39.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5535,Not Specified,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,More happy. I attend rosary every Wednesday after lunch.  I am happy watching dancers during line dancing.,food bank
2016,2,IDIC,47:41.0,50:10.0,"Asian, Asian-American ","Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98058,5536,Not Specified,Most of the Time,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Most of the Time,meet more friends,nutrition meal program  food bank  
2016,2,IDIC,44:52.0,47:32.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,5537,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I receive more benefits here in IDIC,nutrition meal program  food bank  fitness/line dancing
2016,2,IDIC,41:29.0,44:45.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,5538,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,I meet friends who are newcomers and bring them to IDIC,nutrition meal program  food bank  bingo
2016,2,IDIC,39:26.0,41:21.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5539,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  excursion/field trips
2016,2,IDIC,35:54.0,38:12.0,"Asian, Asian-American ",Not Specified,98118,5540,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  folk dancing/singing  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,33:42.0,35:35.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5541,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  karaoke/videoke
2016,2,IDIC,32:01.0,33:34.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98118,5542,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  fitness/line dancing  karaoke/videoke
2016,2,IDIC,28:50.0,31:56.0,"Asian, Asian-American ",Not Specified,98118,5543,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,It makes me feel younger when I'm with people my age,nutrition meal progam  food bank  folk dancing/singing  karaoke/videoke  bingo  excursion/field trips
2016,2,IDIC,23:11.0,28:43.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5544,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,NULL,nutrition meal program  food bank  social services/PEARLS
2016,2,IDIC,18:03.0,23:04.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,5545,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  karaoke/videoke  bingo  excursion/field trips  social services/PEARLS
2016,2,IDIC,15:19.0,17:03.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5546,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  social services/PEARLS
2016,2,IDIC,13:39.0,15:14.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,5547,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  social services/PEARLS
2016,2,IDIC,11:47.0,13:31.0,,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98178,5548,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  social services/PEARLS
2016,2,IDIC,09:26.0,11:38.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5549,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  social services/PEARLS
2016,2,IDIC,07:36.0,09:13.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5550,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  fitness/line dancing  social services/PEARLS
2016,2,IDIC,05:59.0,07:28.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,5551,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Not Specified,Sometimes,Sometimes,Sometimes,Sometimes,NULL,food bank  social services/PEARLS
2016,2,IDIC,04:01.0,05:50.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98101,5552,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,nutrition meal program  food bank  fitness/line dancing  excursion/field trips  social services/PEARLS
